year,chron,stream.yel,swe.yel,tmax.lsum
1629,1.013,84.68108922,61.335,-0.36
1630,1.02,68.04346724,66.669,0.58
1631,0.958,57.25144276,55.846,1.29
1632,0.779,32.86899577,70.925,1.25
1633,1.087,217.1633015,38.082,-0.09
1634,1.011,105.3868529,40.198,1.25
1635,0.926,68.99004616,56.969,1.18
1636,1.054,92.21178638,32.193,0.51
1637,0.858,70.59703077,72.094,-0.24
1638,1.209,88.671986,37.027,0.28
1639,1.1,65.58226859,51.246,0.95
1640,1.066,165.8771006,47.342,0.24
1641,0.645,148.1789236,86.368,-2.04
1642,0.717,122.6835786,57.801,-0.58
1643,0.868,97.90084392,50.767,-0.32
1644,0.815,83.32713224,54.149,-0.66
1645,1.061,55.691182,50.576,0.84
1646,1.025,44.64639893,55.786,0.77
1647,1.249,98.57946016,45.492,1.85
1648,1.055,75.64608137,61.46,-0.24
1649,1.108,75.64608137,41.636,1.4
1650,1.072,132.369045,58.583,1.33
1651,1.029,104.4206604,38.841,1.18
1652,1.242,62.3428189,42.849,1.59
1653,0.788,72.74220065,43.657,0.51
1654,1.067,123.8187558,62.496,0.62
1655,1.102,105.6297947,49.577,0.13
1656,1.346,79.02899071,48.22,0.58
1657,1.095,45.16337987,58.142,0.73
1658,1.061,74.78016783,53.684,0.88
1659,1.037,64.83155457,36.737,0.43
1660,0.971,89.08127729,52.253,-1.55
1661,0.949,94.79521928,41.913,0.69
1662,1.078,103.7018336,57.18,-0.92
1663,0.73,91.78811171,90.536,-1.1
1664,0.965,105.3868529,51.421,-0.43
1665,0.982,82.94427884,56.167,-1.18
1666,1.026,144.1406365,51.708,-0.43
1667,0.831,69.30848974,69.604,-0.13
1668,1.152,105.3868529,51.063,-0.32
1669,1.116,94.14265358,67.806,-1.89
1670,0.962,101.1082132,53.616,0.24
1671,1.102,70.43466211,59.613,-0.13
1672,1.125,126.1207183,70.574,-0.24
1673,0.965,120.7220038,53.241,-1.03
1674,1.096,138.6074059,63.365,-0.92
1675,1.147,121.2792313,41.175,0.69
1676,1.106,217.1633015,48.908,-1.14
1677,0.631,95.45230835,46.404,0.88
1678,0.673,71.90952757,52.728,-0.54
1679,0.888,97.00328359,55.847,0.51
1680,0.769,149.2060508,57.174,1.07
1681,0.778,74.43658417,69.544,0.8
1682,0.854,107.5935992,56.397,0.17
1683,0.827,138.926929,50.43,-0.13
1684,0.948,136.705641,44.226,0.73
1685,1.048,92.4243565,51.842,-0.54
1686,1.127,71.74414024,61.418,-0.28
1687,0.955,165.8771006,52.272,0.09
1688,1.024,119.6152178,63.225,-0.92
1689,1.327,95.89289619,31.669,0.99
1690,1.132,82.5631845,52.079,0.99
1691,0.888,132.0646046,59.364,0.51
1692,0.817,158.7765772,63.678,-0.73
1693,0.784,105.1444698,70.805,-0.06
1694,0.808,147.8381215,46.615,-0.36
1695,0.9,53.30726923,56.005,-0.88
1696,1.009,93.92613149,69.745,0.62
1697,1.06,96.11395214,60.215,-0.28
1698,0.939,90.73742188,61.643,-2.75
1699,1.003,135.4523161,67.037,-0.73
1700,0.929,171.7063813,61.069,-0.39
1701,0.954,132.6741871,43.273,-0.32
1702,0.812,139.8899244,65.172,-1.33
1703,0.917,64.38525729,67.464,-0.73
1704,0.776,63.06471472,63.64,-1.37
1705,0.945,124.6770264,53.201,-0.58
1706,0.941,79.94410329,56.374,-0.51
1707,0.819,83.32713224,67.139,-0.77
1708,0.802,57.78118383,76.208,-0.73
1709,1.346,106.1173596,52.004,-0.09
1710,1.326,70.43466211,56.349,0.65
1711,1.106,80.68381697,66.183,0.35
1712,1.055,73.2464255,36.959,0.09
1713,1.145,102.2789911,63.684,-0.13
1714,1.056,109.5939135,51.746,-0.92
1715,1.009,97.45103041,58.657,-0.54
1716,1.009,107.3461407,47.479,-0.51
1717,1.228,58.58500017,58.984,0.62
1718,0.991,65.73345134,53.327,0.99
1719,1.045,115.2886186,58.736,0.47
1720,0.835,139.5681865,47.972,0.69
1721,0.952,44.74931951,58.654,1.59
1722,0.845,84.29201495,57.78,1.14
1723,0.896,134.8299693,56.694,0.13
1724,1.173,101.3412917,42.233,1.48
1725,0.933,117.4319941,90.642,-2.64
1726,1.068,194.8885999,68.386,0.13
1727,0.999,173.6946475,89.688,-2.79
1728,1.09,140.859595,43.844,0.77
1729,1.043,51.37909326,33.161,1.33
1730,1.12,118.5185789,43.792,0.73
1731,1.347,105.3868529,49.772,0.39
1732,1.021,95.45230835,51.266,0.39
1733,1.007,175.3018242,46.781,-0.73
1734,1.08,116.0877611,57.072,-0.62
1735,0.965,56.20648616,59.066,-0.02
1736,0.777,83.7117528,63.911,-1.18
1737,0.914,104.1804995,43.284,-0.06
1738,1.057,77.58654907,48.502,-0.92
1739,1.071,88.87639604,45.34,0.8
1740,0.897,82.37329444,78.751,-0.43
1741,0.958,114.7589155,45.04,0.47
1742,1.132,93.92613149,75.558,1.22
1743,1.136,83.90472832,49.709,0.69
1744,0.876,56.20648616,58.262,0.92
1745,0.936,130.5528736,44.931,-0.13
1746,0.856,209.7907983,46.34,-0.99
1747,0.925,149.5500063,35.397,-0.58
1748,0.922,103.940891,43.734,0.06
1749,0.97,115.8207667,35.999,-0.02
1750,1.069,122.9663934,32.376,-1.33
1751,1.389,115.2886186,50.019,1.18
1752,0.913,100.4121892,71.112,-0.36
1753,0.942,85.26807048,62.525,0.28
1754,0.943,88.26457523,77.747,0.65
1755,0.944,81.24309047,33.939,-1.48
1756,1.183,41.28444357,23.218,1.59
1757,1.103,86.4542675,58.922,0.92
1758,1.082,91.99970516,46.792,-0.39
1759,1.131,69.9497933,29.753,0.65
1760,1.274,89.08127729,39.97,-0.2
1761,1.055,142.1629528,45.328,-0.07
1762,1.215,99.26278033,41.775,0.69
1763,1.327,91.99970516,54.584,-1.44
1764,1.022,122.6835786,45.918,-0.72
1765,1.076,75.82046359,45.214,0.36
1766,0.69,159.5094566,68.028,0.1
1767,0.766,185.2620373,62.626,-0.72
1768,0.975,150.9337754,39.134,-0.03
1769,0.7,110.6079735,64.63,-0.64
1770,0.763,74.78016783,50.235,0.53
1771,0.928,114.2316462,45.174,0.21
1772,0.832,86.65356517,56.532,0.39
1773,1.115,103.940891,33.479,1.31
1774,1.169,91.57700491,40.819,1.08
1775,0.824,163.2249091,86.926,-0.57
1776,1.097,126.1207183,23.231,1.29
1777,0.905,86.4542675,32.242,-0.34
1778,1.027,92.4243565,58.527,0.79
1779,0.756,110.6079735,76.294,-1.82
1780,0.83,101.8090618,37.874,-0.17
