year,chron,stream.yel,swe.yel,tmax.lsum
1686,0.976,71.74414024,61.418,-0.28
1687,1.002,165.8771006,52.272,0.09
1688,0.966,119.6152178,63.225,-0.92
1689,1.016,95.89289619,31.669,0.99
1690,1.011,82.5631845,52.079,0.99
1691,1.014,132.0646046,59.364,0.51
1692,1.012,158.7765772,63.678,-0.73
1693,1.035,105.1444698,70.805,-0.06
1694,1.019,147.8381215,46.615,-0.36
1695,1,53.30726923,56.005,-0.88
1696,1.012,93.92613149,69.745,0.62
1697,1.004,96.11395214,60.215,-0.28
1698,0.935,90.73742188,61.643,-2.75
1699,0.954,135.4523161,67.037,-0.73
1700,0.948,171.7063813,61.069,-0.39
1701,1.012,132.6741871,43.273,-0.32
1702,0.977,139.8899244,65.172,-1.33
1703,1.002,64.38525729,67.464,-0.73
1704,1.015,63.06471472,63.64,-1.37
1705,1.018,124.6770264,53.201,-0.58
1706,1.026,79.94410329,56.374,-0.51
1707,1.035,83.32713224,67.139,-0.77
1708,1.009,57.78118383,76.208,-0.73
1709,0.967,106.1173596,52.004,-0.09
1710,1.023,70.43466211,56.349,0.65
1711,1.072,80.68381697,66.183,0.35
1712,1.02,73.2464255,36.959,0.09
1713,0.981,102.2789911,63.684,-0.13
1714,0.988,109.5939135,51.746,-0.92
1715,0.948,97.45103041,58.657,-0.54
1716,0.979,107.3461407,47.479,-0.51
1717,1.012,58.58500017,58.984,0.62
1718,1.012,65.73345134,53.327,0.99
1719,0.996,115.2886186,58.736,0.47
1720,1.017,139.5681865,47.972,0.69
1721,1.031,44.74931951,58.654,1.59
1722,1.023,84.29201495,57.78,1.14
1723,0.995,134.8299693,56.694,0.13
1724,0.984,101.3412917,42.233,1.48
1725,0.954,117.4319941,90.642,-2.64
1726,1.009,194.8885999,68.386,0.13
1727,0.915,173.6946475,89.688,-2.79
1728,0.989,140.859595,43.844,0.77
1729,1.007,51.37909326,33.161,1.33
1730,1.008,118.5185789,43.792,0.73
1731,1.011,105.3868529,49.772,0.39
1732,1.002,95.45230835,51.266,0.39
1733,0.988,175.3018242,46.781,-0.73
1734,0.992,116.0877611,57.072,-0.62
1735,1.001,56.20648616,59.066,-0.02
1736,0.945,83.7117528,63.911,-1.18
1737,1,104.1804995,43.284,-0.06
1738,0.985,77.58654907,48.502,-0.92
1739,1.014,88.87639604,45.34,0.8
1740,0.965,82.37329444,78.751,-0.43
1741,1.003,114.7589155,45.04,0.47
1742,1.007,93.92613149,75.558,1.22
1743,0.997,83.90472832,49.709,0.69
1744,1.03,56.20648616,58.262,0.92
1745,0.996,130.5528736,44.931,-0.13
1746,0.997,209.7907983,46.34,-0.99
1747,0.984,149.5500063,35.397,-0.58
1748,1.05,103.940891,43.734,0.06
1749,1.003,115.8207667,35.999,-0.02
1750,0.982,122.9663934,32.376,-1.33
1751,1.043,115.2886186,50.019,1.18
1752,0.993,100.4121892,71.112,-0.36
1753,1.001,85.26807048,62.525,0.28
1754,1.017,88.26457523,77.747,0.65
1755,0.962,81.24309047,33.939,-1.48
1756,1.04,41.28444357,23.218,1.59
1757,1.004,86.4542675,58.922,0.92
1758,0.981,91.99970516,46.792,-0.39
1759,1.023,69.9497933,29.753,0.65
1760,0.99,89.08127729,39.97,-0.2
1761,1.033,142.1629528,45.328,-0.07
1762,1.042,99.26278033,41.775,0.69
1763,0.985,91.99970516,54.584,-1.44
1764,0.992,122.6835786,45.918,-0.72
1765,0.975,75.82046359,45.214,0.36
1766,0.997,159.5094566,68.028,0.1
1767,1.002,185.2620373,62.626,-0.72
1768,1.017,150.9337754,39.134,-0.03
1769,0.965,110.6079735,64.63,-0.64
1770,1.003,74.78016783,50.235,0.53
1771,0.982,114.2316462,45.174,0.21
1772,1.019,86.65356517,56.532,0.39
1773,1.031,103.940891,33.479,1.31
1774,1.049,91.57700491,40.819,1.08
1775,0.976,163.2249091,86.926,-0.57
1776,1.035,126.1207183,23.231,1.29
1777,0.978,86.4542675,32.242,-0.34
1778,1.032,92.4243565,58.527,0.79
1779,0.929,110.6079735,76.294,-1.82
1780,1.036,101.8090618,37.874,-0.17
1781,0.987,82.37329444,86.553,-1.19
1782,0.959,53.92453832,46.72,-0.69
1783,1.028,68.04346724,50.854,0.15
1784,1.025,104.6613749,54.261,0.63
1785,1.01,92.63741665,62.416,-0.13
1786,1.039,105.6297947,43.977,0.61
1787,0.889,122.1198987,60.584,-2.51
1788,1.032,94.79521928,25.89,0.52
1789,0.98,145.1397717,65.644,-0.71
1790,1.024,127.2876989,60.209,0
1791,0.986,122.1198987,43.535,-0.73
1792,1.002,154.0942508,21.124,0.07
1793,1.027,69.6284032,59.316,0.4
1794,1.04,74.43658417,31.269,1.56
1795,1.008,50.09408352,45.213,1.33
1796,0.965,122.4014142,52.337,0.43
1797,0.924,104.6613749,63.89,-1
1798,0.992,64.23717531,40.519,0.38
1799,0.986,141.8359871,52.064,0.77
1800,1.047,40.62435096,41.202,1.14
1801,0.962,113.1843642,63.488,-0.55
1802,1.039,120.4443509,31.207,1.68
1803,0.989,106.6071751,61.883,-0.12
1804,1.033,77.9446723,47.416,0.31
1805,1.01,102.043756,53.754,0.15
1806,0.979,71.5791333,94.749,-0.13
1807,0.99,73.75414546,48.156,0.19
1808,1.023,74.60817822,49.391,0.89
1809,0.948,106.1173596,79.847,-1.21
1810,0.954,162.4749588,76.066,-1.69
1811,0.971,163.6011814,57.607,-0.76
1812,1.01,90.11278986,41.056,0.59
1813,0.959,98.35273369,58.175,-0.41
1814,1.014,63.7949697,43.111,0.27
1815,0.975,110.6079735,60.78,-0.75
1816,1.023,86.25542821,35.14,0.75
1817,0.999,96.33551769,44.69,0.64
1818,0.995,82.5631845,66.079,0.39
1819,1.025,105.6297947,58.632,-0.1
1820,1.007,138.6074059,47.939,-0.46
1821,1.03,126.4114566,52.955,0.48
1822,0.989,62.77495868,52.847,-0.83
1823,1.054,97.67567823,37.461,0.32
1824,1.003,77.9446723,75.724,0.03
1825,1.022,99.72095651,47.888,0.45
1826,1.002,132.6741871,52.614,-0.12
1827,1.055,126.7028651,38.949,0.74
1828,0.964,165.4955938,43.364,-0.96
1829,1.029,92.63741665,44.892,0.66
1830,1.015,88.46804609,60.962,0.51
1831,1.013,86.65356517,44.332,1.11
1832,1.002,167.7978669,86.608,0
1833,1.016,108.0902286,38.382,0.33
1834,0.998,66.03686316,42.602,0.14
1835,0.912,137.02078,55.581,-2.13
1836,1.038,108.3394024,67.832,0.56
1837,0.955,174.4963855,62.838,-1.03
1838,0.914,163.2249091,85.13,-2.61
1839,0.986,123.5339805,12.283,-0.87
1840,1.003,100.6436632,61.724,-0.47
1841,0.999,96.33551769,45.145,0.06
1842,1.014,66.64789473,69.948,0.3
1843,1,141.18431,31.52,0.12
1844,0.92,87.45536074,61.594,-1.55
1845,0.965,66.95552744,75.962,-1.29
1846,1.011,60.36517104,49.259,0.36
1847,1.002,105.1444698,68.996,-0.22
1848,0.935,79.39377195,42.184,-1.47
1849,0.978,172.4989419,51.739,-0.76
1850,1.032,100.6436632,47.371,-0.18
1851,1.005,89.6987592,49.781,-1.06
1852,1.016,93.92613149,44.415,0.32
1853,1.011,200.8105083,61.028,0.08
1854,1.023,162.8495023,44.911,0.55
1855,1.012,55.05369031,59.833,0.37
1856,1.037,72.57489823,56.402,1.47
1857,1.006,85.07195936,56.485,0.85
1858,0.967,92.4243565,59.371,-0.93
1859,1,89.9055362,44.814,-0.17
