year,chron,stream.yel,swe.yel,tmax.lsum
1620,1.365,84.87629929,48.693,1.03
1621,1.166,206.4364754,43.469,-1.93
1622,1.329,135.4523161,48.809,1.14
1623,1.252,120.4443509,38.654,0.32
1624,1.186,158.4114012,64.066,-0.32
1625,1.374,163.6011814,54.903,0.58
1626,1.333,57.25144276,68.593,0.28
1627,1.186,63.21009391,84.474,0.21
1628,1.257,145.4743534,44.472,0.02
1629,1.22,84.68108922,61.335,-0.36
1630,1.282,68.04346724,66.669,0.58
1631,1.3,57.25144276,55.846,1.29
1632,1.336,32.86899577,70.925,1.25
1633,1.316,217.1633015,38.082,-0.09
1634,1.413,105.3868529,40.198,1.25
1635,1.284,68.99004616,56.969,1.18
1636,1.385,92.21178638,32.193,0.51
1637,1.243,70.59703077,72.094,-0.24
1638,1.315,88.671986,37.027,0.28
1639,1.313,65.58226859,51.246,0.95
1640,1.303,165.8771006,47.342,0.24
1641,1.162,148.1789236,86.368,-2.04
1642,1.197,122.6835786,57.801,-0.58
1643,1.231,97.90084392,50.767,-0.32
1644,1.158,83.32713224,54.149,-0.66
1645,1.204,55.691182,50.576,0.84
1646,1.16,44.64639893,55.786,0.77
1647,1.269,98.57946016,45.492,1.85
1648,1.191,75.64608137,61.46,-0.24
1649,1.327,75.64608137,41.636,1.4
1650,1.311,132.369045,58.583,1.33
1651,1.289,104.4206604,38.841,1.18
1652,1.386,62.3428189,42.849,1.59
1653,1.308,72.74220065,43.657,0.51
1654,1.309,123.8187558,62.496,0.62
1655,1.358,105.6297947,49.577,0.13
1656,1.262,79.02899071,48.22,0.58
1657,1.28,45.16337987,58.142,0.73
1658,1.34,74.78016783,53.684,0.88
1659,1.299,64.83155457,36.737,0.43
1660,1.178,89.08127729,52.253,-1.55
1661,1.212,94.79521928,41.913,0.69
1662,1.2,103.7018336,57.18,-0.92
1663,1.254,91.78811171,90.536,-1.1
1664,1.314,105.3868529,51.421,-0.43
1665,1.234,82.94427884,56.167,-1.18
1666,1.19,144.1406365,51.708,-0.43
1667,1.201,69.30848974,69.604,-0.13
1668,1.287,105.3868529,51.063,-0.32
1669,1.21,94.14265358,67.806,-1.89
1670,1.169,101.1082132,53.616,0.24
1671,1.237,70.43466211,59.613,-0.13
1672,1.22,126.1207183,70.574,-0.24
1673,1.194,120.7220038,53.241,-1.03
1674,1.246,138.6074059,63.365,-0.92
1675,1.289,121.2792313,41.175,0.69
1676,1.216,217.1633015,48.908,-1.14
1677,1.145,95.45230835,46.404,0.88
1678,1.179,71.90952757,52.728,-0.54
1679,1.15,97.00328359,55.847,0.51
1680,1.158,149.2060508,57.174,1.07
1681,1.16,74.43658417,69.544,0.8
1682,1.212,107.5935992,56.397,0.17
1683,1.221,138.926929,50.43,-0.13
1684,1.223,136.705641,44.226,0.73
1685,1.194,92.4243565,51.842,-0.54
1686,1.192,71.74414024,61.418,-0.28
1687,1.202,165.8771006,52.272,0.09
1688,1.212,119.6152178,63.225,-0.92
1689,1.281,95.89289619,31.669,0.99
1690,1.283,82.5631845,52.079,0.99
1691,1.213,132.0646046,59.364,0.51
1692,1.216,158.7765772,63.678,-0.73
1693,1.234,105.1444698,70.805,-0.06
1694,1.234,147.8381215,46.615,-0.36
1695,1.151,53.30726923,56.005,-0.88
1696,1.227,93.92613149,69.745,0.62
1697,1.286,96.11395214,60.215,-0.28
1698,1.125,90.73742188,61.643,-2.75
1699,1.152,135.4523161,67.037,-0.73
1700,1.119,171.7063813,61.069,-0.39
1701,1.183,132.6741871,43.273,-0.32
1702,1.066,139.8899244,65.172,-1.33
1703,1.119,64.38525729,67.464,-0.73
1704,1.144,63.06471472,63.64,-1.37
1705,1.136,124.6770264,53.201,-0.58
1706,1.207,79.94410329,56.374,-0.51
1707,1.227,83.32713224,67.139,-0.77
