year,chron,tmax.lsum,stream.yel,swe.yel
1400,0.26,1.33,73.58451564,41.103
1401,0.213,-0.21,83.13548515,74.642
1402,0.377,0.8,150.2402977,39.821
1403,0.355,-2.53,111.1185167,49.401
1404,0.349,0.8,137.9705627,34.156
1405,0.211,-0.39,179.3851283,87.275
1406,0.32,0.73,111.3746714,32.815
1407,0.232,1.7,84.87629929,77.478
1408,0.243,-0.77,104.6613749,63.305
1409,0.284,0.39,96.78018223,48.203
1410,0.284,0.32,71.08638601,48.925
1411,0.32,-0.62,145.4743534,43.069
1412,0.336,0.65,97.90084392,48.062
1413,0.245,0.24,66.03686316,54.421
1414,0.321,-0.06,128.761621,58.958
1415,0.268,-0.47,102.7510895,55.965
1416,0.309,0.95,107.0992515,52.55
1417,0.203,0.8,83.32713224,81.082
1418,0.336,-0.54,130.8538291,30.522
1419,0.223,0.43,147.158867,59.852
1420,0.305,-4.58,209.7907983,49.552
1421,0.267,-0.21,145.4743534,52.167
1422,0.278,-0.39,86.25542821,41.121
1423,0.246,0.43,77.40810495,78.152
1424,0.362,0.13,165.8771006,34.89
1425,0.322,-0.88,137.02078,43.409
1426,0.219,0.17,72.24144687,56.774
1427,0.308,0.51,93.71010738,55.398
1428,0.362,0.17,86.25542821,43.966
1429,0.253,-1.14,97.90084392,92.038
1430,0.25,0.54,84.29201495,43.458
1431,0.342,-0.43,119.0656358,38.712
1432,0.306,0.88,79.39377195,46.97
1433,0.326,0.13,73.92416633,60.454
1434,0.263,-0.39,57.38342096,64.251
1435,0.31,-0.58,64.38525729,66.477
1436,0.267,0.21,74.78016783,59.439
1437,0.175,-0.02,51.61624838,84.464
1438,0.167,-3.8,79.94410329,68.349
1439,0.245,0.8,86.85332227,50.439
1440,0.226,-0.69,124.3902772,48.967
1441,0.255,-1.96,119.3401105,63.985
1442,0.226,0.62,94.79521928,60
1443,0.25,-2.08,148.8628864,50.483
1444,0.224,1.07,72.57489823,65.764
1445,0.259,-0.88,122.1198987,49.304
1446,0.22,1.18,86.4542675,58.535
1447,0.189,-0.92,94.79521928,69.222
1448,0.219,0.43,89.28663084,65.625
1449,0.275,-2.38,93.27954855,55.995
1450,0.269,-1.03,90.73742188,63.669
1451,0.252,-0.39,103.225367,45.084
1452,0.239,0.02,158.7765772,61.681
1453,0.309,-1.55,106.1173596,28.608
1454,0.259,-0.92,105.3868529,53.882
1455,0.303,-1.52,119.8909594,36.322
1456,0.308,-3.16,77.23007125,49.743
1457,0.349,-2.68,151.6304541,47.583
1458,0.226,0.84,63.21009391,59.363
1459,0.254,-0.43,73.58451564,50.541
1460,0.332,1.1,58.85541625,76.051
1461,0.196,-0.88,70.43466211,67.112
1462,0.219,-0.51,161.7284542,54.105
1463,0.198,-2.41,178.1502497,53.072
1464,0.224,-0.69,145.4743534,59.496
1465,0.246,-2.38,124.6770264,48.084
1466,0.185,-0.99,104.4206604,76.64
1467,0.26,0.58,135.1407844,45.814
1468,0.237,-0.28,89.28663084,63.045
1469,0.315,0.95,79.76023695,54.323
1470,0.223,-0.62,79.5767935,57.085
1471,0.289,0.69,82.18384112,70.132
1472,0.243,-0.69,111.8887535,53.132
1473,0.339,1.52,122.9663934,37.159
1474,0.178,0.88,58.99109199,79.249
1475,0.211,1.66,37.65186003,82.229
1476,0.335,0.62,76.17043495,34.953
1477,0.209,0.58,127.2876989,57.228
1478,0.341,0.47,156.2379153,36.305
1479,0.224,0.47,78.30444857,52.284
1480,0.255,1.14,171.7063813,44.912
1481,0.241,-0.47,121.0002968,52.439
1482,0.245,0.47,100.8756708,64.597
1483,0.276,-1.1,82.94427884,76.725
1484,0.398,-0.88,227.9220989,34.722
1485,0.473,-0.09,87.45536074,42.124
1486,0.298,-0.21,165.8771006,41.987
1487,0.502,-0.02,142.8191472,58.996
1488,0.365,0.51,99.72095651,65.128
1489,0.415,1.4,105.3868529,56.232
1490,0.433,-0.73,137.02078,64.772
1491,0.505,0.65,119.6152178,51.012
1492,0.461,1.55,78.12435333,46.924
1493,0.312,0.28,90.3205213,62.987
1494,0.523,-0.09,112.1466837,60.659
1495,0.426,0.43,74.26538478,71.51
1496,0.365,-0.06,90.5287316,45.734
1497,0.338,0.43,97.22689926,56.727
1498,0.473,-0.17,118.7917925,60.716
1499,0.361,0.17,59.2633825,50.091
1500,0.387,0.02,67.73083591,58.677
1501,0.309,1.1,63.50185844,38.29
1502,0.35,0.73,115.2886186,55.213
1503,0.505,0.43,87.65696617,43.12
1504,0.358,1.4,147.4981032,45.215
1505,0.288,0.32,54.92707034,71.887
1506,0.493,1.03,63.35580822,21.451
1507,0.332,0.39,143.1483793,53.432
1508,0.457,1.4,131.7608645,44.622
1509,0.366,-0.32,155.5200673,34.227
1510,0.5,1.14,81.99482353,37.446
1511,0.394,1.52,75.1253374,55.913
1512,0.422,1.18,101.8090618,64.663
1513,0.464,1.44,50.67414567,51.731
1514,0.531,-0.54,139.2471886,54.459
1515,0.402,1.1,70.75977374,48.297
1516,0.56,-0.06,82.37329444,30.482
1517,0.503,0.43,99.26278033,34.915
1518,0.415,0.65,54.17344268,64.878
1519,0.391,0.28,121.0002968,54.814
1520,0.461,0.88,52.69706597,45.489
1521,0.546,0.58,115.0234622,21.824
1522,0.356,0.32,117.4319941,66.154
1523,0.417,1.18,160.6151233,44.144
1524,0.347,-1.03,199.8878679,57.782
1525,0.513,1.55,201.2734244,31.917
1526,0.33,0.24,116.6235979,53.909
1527,0.443,1.29,93.92613149,37.349
1528,0.434,0.54,93.27954855,58.608
1529,0.492,0.88,48.5049918,50.56
1530,0.346,1.25,94.35967481,51.249
1531,0.481,1.33,105.8732965,41.805
1532,0.299,1.22,40.81186445,61.036
1533,0.208,0.77,55.3078066,74.603
1534,0.296,1.4,67.41964098,61.008
1535,0.436,0.58,107.841628,29.049
1536,0.415,-1.22,163.6011814,63.884
1537,0.387,-1.89,160.2457188,65.8
1538,0.381,-0.54,136.3912267,84.237
1539,0.452,-0.58,130.2526103,52.983
1540,0.375,-0.39,74.43658417,55.616
1541,0.395,0.39,85.46463369,66.048
1542,0.383,0.47,84.0981487,63.572
1543,0.396,1.14,49.40676693,66.244
1544,0.407,0.17,95.67234865,58.728
1545,0.483,-0.17,65.88498259,35.753
1546,0.461,-1.22,105.1444698,49.36
1547,0.414,0.17,57.11976809,59.378
1548,0.494,0.69,95.89289619,38.71
1549,0.401,0.47,139.2471886,56.613
1550,0.519,1.55,141.8359871,49.449
1551,0.409,1.33,135.4523161,59.084
1552,0.472,0.58,131.7608645,45.671
1553,0.53,0.32,136.3912267,47.424
1554,0.503,1.55,90.3205213,51.934
1555,0.572,1.1,117.161908,40.341
1556,0.505,0.28,116.3553711,52.87
1557,0.406,-0.77,145.4743534,56.98
1558,0.68,0.58,187.8392889,29.621
1559,0.462,0.28,99.95083705,78.394
1560,0.504,-0.54,117.9740355,42.282
1561,0.319,2.04,116.8924431,64.459
1562,0.493,1.48,108.3394024,43.976
1563,0.352,0.99,85.85912051,65.886
1564,0.474,0.77,200.348657,34.123
1565,0.356,1.03,124.1041875,63.074
1566,0.333,-0.28,128.761621,40.64
1567,0.36,0.24,107.841628,54.906
1568,0.385,0.8,102.7510895,40.789
1569,0.421,1.7,95.01374483,60.544
1570,0.393,1.1,90.5287316,39.88
1571,0.362,1.63,93.06501154,61.208
1572,0.338,0.95,82.94427884,52.762
1573,0.318,1.33,115.2886186,45.8
1574,0.337,0.09,72.07529615,53.761
1575,0.362,0.39,89.49245778,49.506
1576,0.351,0.62,77.76540453,52.194
1577,0.431,-0.24,174.4963855,44.705
1578,0.418,0.21,98.57946016,65.877
1579,0.408,0.43,87.05353986,52.812
1580,0.386,0.95,39.79114493,64.212
1581,0.33,0.77,102.9879552,65.925
1582,0.441,0.47,113.4452811,60.292
1583,0.513,-0.02,116.0877611,30.395
1584,0.402,0.8,56.20648616,38.004
1585,0.439,-0.66,54.42349593,65.446
1586,0.552,1.55,102.9879552,46.602
1587,0.391,-0.88,97.00328359,71.814
1588,0.493,0.69,86.65356517,32.484
1589,0.429,0.54,112.9240474,50.473
1590,0.368,1.52,73.58451564,60.902
1591,0.394,0.95,86.65356517,52.622
1592,0.369,1.14,65.28094544,47.811
1593,0.258,1.03,66.03686316,62.876
1594,0.35,0.58,101.3412917,67.538
1595,0.36,0.02,71.25025706,47.091
1596,0.466,-1.25,147.158867,59.464
1597,0.477,0.21,123.8187558,32.403
1598,0.396,1.48,57.91438322,45.229
1599,0.343,0.06,119.3401105,63.337
1600,0.377,0.54,49.74923828,45.364
1601,0.478,-0.62,132.0646046,78.425
1602,0.455,0.28,121.8390308,41.994
1603,0.4,1.25,94.79521928,34.047
1604,0.369,-0.66,132.0646046,73.946
1605,0.372,1.74,111.3746714,50.781
1606,0.39,0.62,114.2316462,65.212
1607,0.367,1.44,67.26458011,54.488
1608,0.43,0.47,107.3461407,45.625
1609,0.465,-0.02,179.7986537,54.595
1610,0.526,0.99,123.2498603,64.851
1611,0.533,0.13,183.9867024,38.511
1612,0.391,0.8,97.67567823,71.816
1613,0.539,1.03,124.3902772,47.385
1614,0.342,1.59,110.099776,52.888
1615,0.523,0.54,138.2886177,62.307
1616,0.43,0.77,144.8059595,49.868
1617,0.557,0.95,208.8268971,33.37
1618,0.453,0.99,90.94659324,75.525
1619,0.667,1.22,120.1673366,6.563
1620,0.56,1.03,84.87629929,48.693
1621,0.65,-1.93,206.4364754,43.469
1622,0.72,1.14,135.4523161,48.809
1623,0.528,0.32,120.4443509,38.654
1624,0.666,-0.32,158.4114012,64.066
1625,0.593,0.58,163.6011814,54.903
1626,0.565,0.28,57.25144276,68.593
1627,0.524,0.21,63.21009391,84.474
1628,0.723,0.02,145.4743534,44.472
1629,0.558,-0.36,84.68108922,61.335
1630,0.463,0.58,68.04346724,66.669
1631,0.653,1.29,57.25144276,55.846
1632,0.293,1.25,32.86899577,70.925
1633,0.53,-0.09,217.1633015,38.082
1634,0.517,1.25,105.3868529,40.198
1635,0.414,1.18,68.99004616,56.969
1636,0.508,0.51,92.21178638,32.193
1637,0.357,-0.24,70.59703077,72.094
1638,0.453,0.28,88.671986,37.027
1639,0.417,0.95,65.58226859,51.246
1640,0.556,0.24,165.8771006,47.342
1641,0.532,-2.04,148.1789236,86.368
1642,0.592,-0.58,122.6835786,57.801
1643,0.6,-0.32,97.90084392,50.767
1644,0.501,-0.66,83.32713224,54.149
1645,0.69,0.84,55.691182,50.576
1646,0.582,0.77,44.64639893,55.786
1647,0.409,1.85,98.57946016,45.492
1648,0.568,-0.24,75.64608137,61.46
1649,0.586,1.4,75.64608137,41.636
1650,0.337,1.33,132.369045,58.583
1651,0.494,1.18,104.4206604,38.841
1652,0.463,1.59,62.3428189,42.849
1653,0.533,0.51,72.74220065,43.657
1654,0.364,0.62,123.8187558,62.496
1655,0.498,0.13,105.6297947,49.577
1656,0.473,0.58,79.02899071,48.22
1657,0.471,0.73,45.16337987,58.142
1658,0.444,0.88,74.78016783,53.684
1659,0.502,0.43,64.83155457,36.737
1660,0.452,-1.55,89.08127729,52.253
1661,0.506,0.69,94.79521928,41.913
1662,0.51,-0.92,103.7018336,57.18
1663,0.392,-1.1,91.78811171,90.536
1664,0.481,-0.43,105.3868529,51.421
1665,0.402,-1.18,82.94427884,56.167
1666,0.575,-0.43,144.1406365,51.708
1667,0.473,-0.13,69.30848974,69.604
1668,0.388,-0.32,105.3868529,51.063
1669,0.471,-1.89,94.14265358,67.806
1670,0.521,0.24,101.1082132,53.616
1671,0.411,-0.13,70.43466211,59.613
1672,0.297,-0.24,126.1207183,70.574
1673,0.503,-1.03,120.7220038,53.241
1674,0.437,-0.92,138.6074059,63.365
1675,0.473,0.69,121.2792313,41.175
1676,0.546,-1.14,217.1633015,48.908
1677,0.456,0.88,95.45230835,46.404
1678,0.452,-0.54,71.90952757,52.728
1679,0.453,0.51,97.00328359,55.847
1680,0.437,1.07,149.2060508,57.174
1681,0.347,0.8,74.43658417,69.544
1682,0.413,0.17,107.5935992,56.397
1683,0.493,-0.13,138.926929,50.43
1684,0.471,0.73,136.705641,44.226
1685,0.459,-0.54,92.4243565,51.842
1686,0.356,-0.28,71.74414024,61.418
1687,0.391,0.09,165.8771006,52.272
1688,0.303,-0.92,119.6152178,63.225
1689,0.546,0.99,95.89289619,31.669
1690,0.45,0.99,82.5631845,52.079
1691,0.326,0.51,132.0646046,59.364
1692,0.358,-0.73,158.7765772,63.678
1693,0.291,-0.06,105.1444698,70.805
1694,0.43,-0.36,147.8381215,46.615
1695,0.427,-0.88,53.30726923,56.005
1696,0.222,0.62,93.92613149,69.745
1697,0.283,-0.28,96.11395214,60.215
1698,0.388,-2.75,90.73742188,61.643
1699,0.383,-0.73,135.4523161,67.037
1700,0.383,-0.39,171.7063813,61.069
1701,0.447,-0.32,132.6741871,43.273
1702,0.37,-1.33,139.8899244,65.172
1703,0.418,-0.73,64.38525729,67.464
1704,0.306,-1.37,63.06471472,63.64
1705,0.428,-0.58,124.6770264,53.201
1706,0.329,-0.51,79.94410329,56.374
1707,0.282,-0.77,83.32713224,67.139
1708,0.259,-0.73,57.78118383,76.208
1709,0.388,-0.09,106.1173596,52.004
1710,0.346,0.65,70.43466211,56.349
1711,0.324,0.35,80.68381697,66.183
1712,0.52,0.09,73.2464255,36.959
1713,0.361,-0.13,102.2789911,63.684
1714,0.479,-0.92,109.5939135,51.746
1715,0.491,-0.54,97.45103041,58.657
1716,0.438,-0.51,107.3461407,47.479
1717,0.434,0.62,58.58500017,58.984
1718,0.295,0.99,65.73345134,53.327
1719,0.406,0.47,115.2886186,58.736
1720,0.435,0.69,139.5681865,47.972
1721,0.261,1.59,44.74931951,58.654
1722,0.241,1.14,84.29201495,57.78
1723,0.369,0.13,134.8299693,56.694
1724,0.342,1.48,101.3412917,42.233
1725,0.297,-2.64,117.4319941,90.642
1726,0.324,0.13,194.8885999,68.386
1727,0.302,-2.79,173.6946475,89.688
1728,0.285,0.77,140.859595,43.844
1729,0.36,1.33,51.37909326,33.161
1730,0.345,0.73,118.5185789,43.792
1731,0.307,0.39,105.3868529,49.772
1732,0.294,0.39,95.45230835,51.266
1733,0.434,-0.73,175.3018242,46.781
1734,0.472,-0.62,116.0877611,57.072
1735,0.395,-0.02,56.20648616,59.066
1736,0.383,-1.18,83.7117528,63.911
1737,0.459,-0.06,104.1804995,43.284
1738,0.395,-0.92,77.58654907,48.502
1739,0.231,0.8,88.87639604,45.34
1740,0.378,-0.43,82.37329444,78.751
1741,0.474,0.47,114.7589155,45.04
1742,0.367,1.22,93.92613149,75.558
1743,0.36,0.69,83.90472832,49.709
1744,0.207,0.92,56.20648616,58.262
1745,0.393,-0.13,130.5528736,44.931
1746,0.365,-0.99,209.7907983,46.34
1747,0.393,-0.58,149.5500063,35.397
1748,0.417,0.06,103.940891,43.734
1749,0.41,-0.02,115.8207667,35.999
1750,0.434,-1.33,122.9663934,32.376
1751,0.411,1.18,115.2886186,50.019
1752,0.362,-0.36,100.4121892,71.112
1753,0.28,0.28,85.26807048,62.525
1754,0.308,0.65,88.26457523,77.747
1755,0.376,-1.48,81.24309047,33.939
1756,0.311,1.59,41.28444357,23.218
1757,0.392,0.92,86.4542675,58.922
1758,0.358,-0.39,91.99970516,46.792
1759,0.494,0.65,69.9497933,29.753
1760,0.397,-0.2,89.08127729,39.97
1761,0.458,-0.07,142.1629528,45.328
1762,0.322,0.69,99.26278033,41.775
1763,0.421,-1.44,91.99970516,54.584
1764,0.386,-0.72,122.6835786,45.918
1765,0.329,0.36,75.82046359,45.214
1766,0.32,0.1,159.5094566,68.028
1767,0.422,-0.72,185.2620373,62.626
1768,0.342,-0.03,150.9337754,39.134
1769,0.333,-0.64,110.6079735,64.63
1770,0.355,0.53,74.78016783,50.235
1771,0.294,0.21,114.2316462,45.174
1772,0.373,0.39,86.65356517,56.532
1773,0.293,1.31,103.940891,33.479
1774,0.341,1.08,91.57700491,40.819
1775,0.35,-0.57,163.2249091,86.926
1776,0.481,1.29,126.1207183,23.231
1777,0.474,-0.34,86.4542675,32.242
1778,0.446,0.79,92.4243565,58.527
1779,0.384,-1.82,110.6079735,76.294
1780,0.442,-0.17,101.8090618,37.874
1781,0.4,-1.19,82.37329444,86.553
1782,0.233,-0.69,53.92453832,46.72
1783,0.338,0.15,68.04346724,50.854
1784,0.283,0.63,104.6613749,54.261
1785,0.346,-0.13,92.63741665,62.416
1786,0.424,0.61,105.6297947,43.977
1787,0.436,-2.51,122.1198987,60.584
1788,0.483,0.52,94.79521928,25.89
1789,0.485,-0.71,145.1397717,65.644
1790,0.374,0,127.2876989,60.209
1791,0.368,-0.73,122.1198987,43.535
1792,0.523,0.07,154.0942508,21.124
1793,0.331,0.4,69.6284032,59.316
1794,0.449,1.56,74.43658417,31.269
1795,0.406,1.33,50.09408352,45.213
1796,0.355,0.43,122.4014142,52.337
1797,0.288,-1,104.6613749,63.89
1798,0.425,0.38,64.23717531,40.519
1799,0.335,0.77,141.8359871,52.064
1800,0.434,1.14,40.62435096,41.202
1801,0.425,-0.55,113.1843642,63.488
1802,0.393,1.68,120.4443509,31.207
1803,0.39,-0.12,106.6071751,61.883
1804,0.371,0.31,77.9446723,47.416
1805,0.391,0.15,102.043756,53.754
1806,0.331,-0.13,71.5791333,94.749
1807,0.312,0.19,73.75414546,48.156
1808,0.325,0.89,74.60817822,49.391
1809,0.319,-1.21,106.1173596,79.847
1810,0.407,-1.69,162.4749588,76.066
1811,0.433,-0.76,163.6011814,57.607
1812,0.313,0.59,90.11278986,41.056
1813,0.37,-0.41,98.35273369,58.175
1814,0.342,0.27,63.7949697,43.111
1815,0.35,-0.75,110.6079735,60.78
1816,0.376,0.75,86.25542821,35.14
1817,0.423,0.64,96.33551769,44.69
1818,0.403,0.39,82.5631845,66.079
1819,0.351,-0.1,105.6297947,58.632
1820,0.375,-0.46,138.6074059,47.939
1821,0.463,0.48,126.4114566,52.955
1822,0.312,-0.83,62.77495868,52.847
1823,0.291,0.32,97.67567823,37.461
1824,0.357,0.03,77.9446723,75.724
1825,0.341,0.45,99.72095651,47.888
1826,0.412,-0.12,132.6741871,52.614
1827,0.372,0.74,126.7028651,38.949
1828,0.407,-0.96,165.4955938,43.364
1829,0.365,0.66,92.63741665,44.892
1830,0.325,0.51,88.46804609,60.962
1831,0.384,1.11,86.65356517,44.332
1832,0.357,0,167.7978669,86.608
1833,0.396,0.33,108.0902286,38.382
1834,0.335,0.14,66.03686316,42.602
1835,0.393,-2.13,137.02078,55.581
1836,0.385,0.56,108.3394024,67.832
1837,0.402,-1.03,174.4963855,62.838
1838,0.396,-2.61,163.2249091,85.13
1839,0.459,-0.87,123.5339805,12.283
1840,0.417,-0.47,100.6436632,61.724
1841,0.488,0.06,96.33551769,45.145
1842,0.342,0.3,66.64789473,69.948
1843,0.53,0.12,141.18431,31.52
1844,0.394,-1.55,87.45536074,61.594
1845,0.429,-1.29,66.95552744,75.962
1846,0.282,0.36,60.36517104,49.259
1847,0.397,-0.22,105.1444698,68.996
1848,0.42,-1.47,79.39377195,42.184
1849,0.443,-0.76,172.4989419,51.739
1850,0.459,-0.18,100.6436632,47.371
1851,0.348,-1.06,89.6987592,49.781
1852,0.435,0.32,93.92613149,44.415
1853,0.465,0.08,200.8105083,61.028
1854,0.391,0.55,162.8495023,44.911
1855,0.368,0.37,55.05369031,59.833
1856,0.337,1.47,72.57489823,56.402
1857,0.325,0.85,85.07195936,56.485
1858,0.325,-0.93,92.4243565,59.371
1859,0.44,-0.17,89.9055362,44.814
1860,0.339,-0.93,112.9240474,52.219
1861,0.361,0.77,86.05704623,65.806
1862,0.332,-0.1,105.1444698,60.549
1863,0.271,1.29,60.226335,42.636
1864,0.313,0.57,74.26538478,64.287
1865,0.463,-0.13,83.32713224,52.103
1866,0.433,-1.48,186.9762458,43.984
1867,0.379,0.02,122.1198987,62.39
1868,0.405,-0.43,146.820411,53.635
1869,0.416,0.02,90.11278986,33.66
1870,0.419,0.7,100.4121892,55.009
1871,0.343,0.97,64.38525729,49.326
1872,0.328,-0.51,102.7510895,79.074
1873,0.4,0.42,125.2525094,50.564
1874,0.403,0.6,91.15624679,40.531
1875,0.391,-2.37,104.9026443,66.333
1876,0.281,-0.15,104.1804995,70.764
1877,0.409,0.31,123.2498603,45.457
1878,0.406,0.07,80.12839348,43.115
1879,0.415,-0.82,85.85912051,58.928
1880,0.325,-1.63,105.6297947,85.573
1881,0.352,0.24,94.35967481,69.45
1882,0.362,0.47,81.05623655,52.554
1883,0.263,-1.59,96.55759399,73.282
1884,0.293,-0.93,133.5938407,58.827
1885,0.391,-0.33,148.5205113,46.081
1886,0.458,-0.24,72.57489823,32.201
1887,0.366,-0.28,106.1173596,86.218
1888,0.448,-0.14,84.0981487,39.428
1889,0.398,1.04,39.06487469,40.952
1890,0.338,0.29,137.6532392,78.408
1891,0.458,0.11,96.33551769,50.154
1892,0.431,0.14,78.66588548,48.525
1893,0.269,0.37,67.41964098,71.852
1894,0.429,1.22,115.0234622,76.166
1895,0.359,0.12,97.67567823,51.53
1896,0.37,-0.39,70.59703077,60.707
1897,0.403,1.23,83.32713224,51.385
1898,0.356,0.91,114.2316462,46.339
1899,0.301,-2.4,91.36638364,81.648
1900,0.369,0.86,73.92416633,35.131
1901,0.311,0.82,79.76023695,37.163
1902,0.4,0.64,66.49460883,75.675
1903,0.338,0.56,96.78018223,58.463
1904,0.345,0.25,109.3418545,35.795
1905,0.391,-0.17,86.05704623,31.461
1906,0.368,-0.96,132.9800327,46.457
1907,0.489,-2.22,184.8359464,64.048
1908,0.509,-1.04,147.8381215,23.439
1909,0.503,0.51,122.1198987,59.215
1910,0.415,1.36,113.1843642,54.05
1911,0.486,-0.18,123.2498603,64.413
1912,0.579,-0.47,121.5588088,59.496
1913,0.673,0.04,189.1413287,53.435
1914,0.724,0.92,181.4623102,33.541
1915,0.511,-1,90.73742188,62.71
1916,0.607,-0.33,145.4743534,64.403
1917,0.307,-1.04,123.2498603,58.429
1918,0.494,-0.92,110.3535822,57.283
1919,0.478,1.4,55.18060217,40.938
1920,0.362,-0.33,112.4052085,71.728
1921,0.446,1.28,109.5939135,56.334
1922,0.319,0.66,88.26457523,57.902
1923,0.313,-1.22,118.7917925,32.251
1924,0.32,0.42,64.23717531,60.42
1925,0.307,-0.17,143.8091222,56.596
1926,0.382,0.66,78.66588548,45.067
1927,0.423,-1.87,153.7398438,61.569
1928,0.452,0.17,131.7608645,47.664
1929,0.481,0.92,107.3461407,46.274
1930,0.296,-0.22,81.80624067,56.288
1931,0.488,1.59,57.78118383,32.492
1932,0.504,0.8,83.51922111,56.658
1933,0.254,1.08,74.26538478,51.508
1934,0.459,1.33,40.25190468,61.305
1935,0.43,0.8,95.67234865,48.954
1936,0.318,1,80.3131085,47.154
1937,0.499,1.13,104.6613749,31.744
1938,0.441,0.45,111.1185167,57.037
1939,0.452,1.17,65.88498259,41.964
1940,0.472,1.53,85.66165002,29.063
1941,0.547,-1.12,97.45103041,38.595
1942,0.555,0.32,124.6770264,45.009
1943,0.492,-0.18,110.6079735,65.848
1944,0.598,-0.04,100.8756708,48.406
1945,0.583,-0.59,112.6643293,32.063
1946,0.449,1.28,91.36638364,62.873
1947,0.485,0.81,145.1397717,62.261
1948,0.517,0.65,96.55759399,46.342
1949,0.403,2.01,104.9026443,55.013
1950,0.448,0.17,139.8899244,61.696
1951,0.541,-2.79,125.2525094,55.089
1952,0.453,0.06,95.01374483,66.702
1953,0.281,-0.3,91.99970516,60.167
1954,0.421,-0.35,65.43143356,57.836
1955,0.371,1.12,64.68244614,58.912
1956,0.286,0.55,101.5749075,67.279
1957,0.355,0.61,113.1843642,39.687
1958,0.362,-0.03,81.05623655,58.633
1959,0.399,0.11,79.94410329,54.48
1960,0.345,0.36,71.74414024,48.839
1961,0.321,0.56,58.31582655,48.339
1962,0.413,-0.71,149.8947546,65.333
1963,0.496,0.68,112.9240474,39.29
1964,0.434,-1.85,100.1812475,59.953
1965,0.438,-1.83,142.1629528,67.933
1966,0.505,0.49,92.85096795,37.621
1967,0.552,-0.04,119.8909594,42.808
1968,0.436,-4.57,104.9026443,72.304
1969,0.581,1.1,91.15624679,46.574
1970,0.499,0.94,102.5147686,58.988
1971,0.362,0.62,102.2789911,72.216
1972,0.472,-0.57,103.940891,73.164
1973,0.602,0.05,97.00328359,33.339
1974,0.433,-1.41,107.0992515,77.414
1975,0.554,-2.48,128.4654775,62
1976,0.513,-0.04,102.5147686,51.539
1977,0.496,-0.15,40.15932786,47.112
1978,0.384,-1.08,162.4749588,59.963
1979,0.461,-0.3,104.4206604,51.484
1980,0.496,-1.24,130.2526103,56.924
1981,0.558,0.69,105.8732965,29.45
1982,0.443,-0.3,124.1041875,60.535
1983,0.523,0.63,127.2876989,58.088
1984,0.537,0.01,125.8306487,41.185
1985,0.603,-2.35,87.65696617,59.298
1986,0.615,-0.25,180.2131324,72.747
1987,0.713,0.22,73.92416633,34.81
1988,0.569,2.22,68.83137346,30.179
1989,0.357,-1.4,95.01374483,65.912
1990,0.491,-0.84,92.85096795,46.154
1991,0.495,-0.1,103.940891,48.116
1992,0.479,-0.47,66.03686316,42.98
1993,0.619,-3.02,132.369045,50.744
1994,0.696,0.96,82.75351229,33.179
1995,0.68,-0.29,127.5811274,60.543
1996,0.461,0.61,119.3401105,68.239
1997,0.563,-1.02,137.3366455,66.804
1998,0.674,0.04,176.5169584,44.632
1999,0.585,-0.18,115.8207667,53.686
2000,0.528,1.56,76.34602594,38.167
2001,0.615,0.77,45.89722576,26.27
2002,0.43,-0.38,76.87523131,44.663
2003,0.498,1.32,76.17043495,43.614
2004,0.277,-1.5,86.65356517,48.809
2005,0.453,-0.41,120.7220038,48.416
2006,0.431,0.41,74.95255392,40.972
2007,0.424,0.78,73.41527595,45.558
2008,0.354,-0.59,114.2316462,70.971
2009,0.502,0.14,133.2865834,53.161
2010,0.382,-0.76,78.30444857,53.871
2011,0.388,0.18,120.4443509,65.189
2012,0.318,1.47,74.95255392,62.186
2013,0.386,0.9,81.43037514,44.737
2014,0.455,-0.95,109.0903752,52.841
2015,0.486,1.87,112.9240474,40.779
2016,0.364,3.02,80.49824934,
