year,chron,stream.yel,swe.yel,tmax.lsum
1620,0.307,84.87629929,48.693,1.03
1621,0.244,206.4364754,43.469,-1.93
1622,0.37,135.4523161,48.809,1.14
1623,0.307,120.4443509,38.654,0.32
1624,0.216,158.4114012,64.066,-0.32
1625,0.16,163.6011814,54.903,0.58
1626,0.17,57.25144276,68.593,0.28
1627,0.408,63.21009391,84.474,0.21
1628,0.467,145.4743534,44.472,0.02
1629,0.535,84.68108922,61.335,-0.36
1630,0.67,68.04346724,66.669,0.58
1631,0.771,57.25144276,55.846,1.29
1632,0.634,32.86899577,70.925,1.25
1633,0.776,217.1633015,38.082,-0.09
1634,0.959,105.3868529,40.198,1.25
1635,0.562,68.99004616,56.969,1.18
1636,0.572,92.21178638,32.193,0.51
1637,0.78,70.59703077,72.094,-0.24
1638,0.863,88.671986,37.027,0.28
1639,0.887,65.58226859,51.246,0.95
1640,0.803,165.8771006,47.342,0.24
1641,0.366,148.1789236,86.368,-2.04
1642,0.524,122.6835786,57.801,-0.58
1643,0.5,97.90084392,50.767,-0.32
1644,0.479,83.32713224,54.149,-0.66
1645,0.416,55.691182,50.576,0.84
1646,0.404,44.64639893,55.786,0.77
1647,0.535,98.57946016,45.492,1.85
1648,0.643,75.64608137,61.46,-0.24
1649,0.65,75.64608137,41.636,1.4
1650,0.648,132.369045,58.583,1.33
1651,0.614,104.4206604,38.841,1.18
1652,0.507,62.3428189,42.849,1.59
1653,0.472,72.74220065,43.657,0.51
1654,0.557,123.8187558,62.496,0.62
1655,0.772,105.6297947,49.577,0.13
1656,0.664,79.02899071,48.22,0.58
1657,0.566,45.16337987,58.142,0.73
1658,0.543,74.78016783,53.684,0.88
1659,0.592,64.83155457,36.737,0.43
1660,0.419,89.08127729,52.253,-1.55
1661,0.489,94.79521928,41.913,0.69
1662,0.398,103.7018336,57.18,-0.92
1663,0.39,91.78811171,90.536,-1.1
1664,0.265,105.3868529,51.421,-0.43
1665,0.47,82.94427884,56.167,-1.18
1666,0.605,144.1406365,51.708,-0.43
1667,0.429,69.30848974,69.604,-0.13
1668,0.689,105.3868529,51.063,-0.32
1669,0.528,94.14265358,67.806,-1.89
1670,0.431,101.1082132,53.616,0.24
1671,0.506,70.43466211,59.613,-0.13
1672,0.449,126.1207183,70.574,-0.24
1673,0.359,120.7220038,53.241,-1.03
1674,0.453,138.6074059,63.365,-0.92
1675,0.619,121.2792313,41.175,0.69
1676,0.604,217.1633015,48.908,-1.14
1677,0.475,95.45230835,46.404,0.88
1678,0.589,71.90952757,52.728,-0.54
1679,0.75,97.00328359,55.847,0.51
1680,0.704,149.2060508,57.174,1.07
1681,0.67,74.43658417,69.544,0.8
1682,0.681,107.5935992,56.397,0.17
1683,0.721,138.926929,50.43,-0.13
1684,0.651,136.705641,44.226,0.73
1685,0.664,92.4243565,51.842,-0.54
1686,0.701,71.74414024,61.418,-0.28
1687,0.514,165.8771006,52.272,0.09
1688,0.683,119.6152178,63.225,-0.92
1689,0.997,95.89289619,31.669,0.99
1690,0.564,82.5631845,52.079,0.99
1691,0.477,132.0646046,59.364,0.51
1692,0.562,158.7765772,63.678,-0.73
1693,0.584,105.1444698,70.805,-0.06
1694,0.361,147.8381215,46.615,-0.36
1695,0.602,53.30726923,56.005,-0.88
1696,0.663,93.92613149,69.745,0.62
1697,0.704,96.11395214,60.215,-0.28
1698,0.556,90.73742188,61.643,-2.75
1699,0.516,135.4523161,67.037,-0.73
1700,0.498,171.7063813,61.069,-0.39
1701,0.576,132.6741871,43.273,-0.32
1702,0.379,139.8899244,65.172,-1.33
1703,0.493,64.38525729,67.464,-0.73
1704,0.373,63.06471472,63.64,-1.37
1705,0.4,124.6770264,53.201,-0.58
1706,0.494,79.94410329,56.374,-0.51
1707,0.442,83.32713224,67.139,-0.77
1708,0.544,57.78118383,76.208,-0.73
1709,0.581,106.1173596,52.004,-0.09
1710,0.524,70.43466211,56.349,0.65
1711,0.414,80.68381697,66.183,0.35
1712,0.46,73.2464255,36.959,0.09
1713,0.391,102.2789911,63.684,-0.13
1714,0.352,109.5939135,51.746,-0.92
1715,0.341,97.45103041,58.657,-0.54
1716,0.33,107.3461407,47.479,-0.51
1717,0.475,58.58500017,58.984,0.62
1718,0.291,65.73345134,53.327,0.99
1719,0.451,115.2886186,58.736,0.47
1720,0.475,139.5681865,47.972,0.69
1721,0.575,44.74931951,58.654,1.59
1722,0.398,84.29201495,57.78,1.14
1723,0.373,134.8299693,56.694,0.13
1724,0.573,101.3412917,42.233,1.48
1725,0.485,117.4319941,90.642,-2.64
1726,0.578,194.8885999,68.386,0.13
1727,0.534,173.6946475,89.688,-2.79
1728,0.551,140.859595,43.844,0.77
